Year,Month,Segment,Region,KPI,Value Type,Value
2021,8,Customers,India,Lv1_Visitors,Actuals,5.02679
2021,8,Customers,India,Lv2_Visitors,Actuals,3.81466
2021,8,Customers,India,Lv3_Visitors,Actuals,3.5466
2021,8,Customers,India,Lv4_Visitors,Actuals,1.32905
2021,8,Customers,Uddepy,Lv1_Visitors,Actuals,0.7847
2021,8,Customers,Uddepy,Lv2_Visitors,Actuals,0.57097
2021,8,Customers,Uddepy,Lv3_Visitors,Actuals,0.55958
2021,8,Customers,India,Lv5_Visitors,Actuals,0.2411
2021,8,Customers,Ujjain,Lv1_Visitors,Actuals,0.23539
2021,8,Customers,Faridabad,Lv1_Visitors,Actuals,0.23438
2021,8,Customers,Uddepy,Lv4_Visitors,Actuals,0.21924
2021,8,Customers,Dehradun,Lv1_Visitors,Actuals,0.21683
2021,8,Customers,Faridabad,Lv3_Visitors,Actuals,0.18062
2021,8,Customers,Faridabad,Lv2_Visitors,Actuals,0.17532
2021,8,Customers,Ujjain,Lv2_Visitors,Actuals,0.15037
2021,8,Customers,Dehradun,Lv2_Visitors,Actuals,0.14237
2021,8,Customers,Ujjain,Lv3_Visitors,Actuals,0.13425
2021,8,Customers,Dehradun,Lv3_Visitors,Actuals,0.1145
2021,8,Customers,Aurangabad,Lv1_Visitors,Actuals,0.09717
2021,8,Customers,Aurangabad,Lv3_Visitors,Actuals,0.08193
2021,8,Customers,Aurangabad,Lv2_Visitors,Actuals,0.0681
2021,8,Customers,Faridabad,Lv4_Visitors,Actuals,0.06518
2021,8,Customers,Uddepy,Lv5_Visitors,Actuals,0.05805
2021,8,Customers,Ujjain,Lv4_Visitors,Actuals,0.03988
2021,8,Customers,Dehradun,Lv4_Visitors,Actuals,0.03128
2021,8,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02982
2021,8,Customers,Faridabad,Lv5_Visitors,Actuals,0.01494
2021,8,Customers,Ujjain,Lv5_Visitors,Actuals,0.01403
2021,8,Customers,Dehradun,Lv5_Visitors,Actuals,0.01243
2021,8,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01195
2022,8,Customers,India,Lv1_Visitors,Actuals,4.58102
2022,8,Customers,India,Lv2_Visitors,Actuals,3.21412
2022,8,Customers,India,Lv3_Visitors,Actuals,2.08068
2022,8,Customers,Uddepy,Lv1_Visitors,Actuals,0.82943
2022,8,Customers,India,Lv4_Visitors,Actuals,0.56877
2022,8,Customers,Uddepy,Lv2_Visitors,Actuals,0.52414
2022,8,Customers,Faridabad,Lv1_Visitors,Actuals,0.40012
2022,8,Customers,Uddepy,Lv3_Visitors,Actuals,0.38497
2022,8,Customers,Faridabad,Lv2_Visitors,Actuals,0.27805
2022,8,Customers,Dehradun,Lv1_Visitors,Actuals,0.26198
2022,8,Customers,Ujjain,Lv1_Visitors,Actuals,0.20439
2022,8,Customers,Uddepy,Lv4_Visitors,Actuals,0.17238
2022,8,Customers,Faridabad,Lv3_Visitors,Actuals,0.16857
2022,8,Customers,Dehradun,Lv2_Visitors,Actuals,0.1671
2022,8,Customers,India,Lv5_Visitors,Actuals,0.1452
2022,8,Customers,Ujjain,Lv2_Visitors,Actuals,0.12936
2022,8,Customers,Dehradun,Lv3_Visitors,Actuals,0.07181
2022,8,Customers,Aurangabad,Lv1_Visitors,Actuals,0.06686
2022,8,Customers,Ujjain,Lv3_Visitors,Actuals,0.06642
2022,8,Customers,Uddepy,Lv5_Visitors,Actuals,0.05988
2022,8,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04438
2022,8,Customers,Faridabad,Lv4_Visitors,Actuals,0.03325
2022,8,Customers,Aurangabad,Lv3_Visitors,Actuals,0.02904
2022,8,Customers,Ujjain,Lv4_Visitors,Actuals,0.02023
2022,8,Customers,Dehradun,Lv4_Visitors,Actuals,0.01661
2022,8,Customers,Faridabad,Lv5_Visitors,Actuals,0.01054
2022,8,Customers,Aurangabad,Lv4_Visitors,Actuals,0.01032
2022,8,Customers,Ujjain,Lv5_Visitors,Actuals,0.00751
2022,8,Customers,Dehradun,Lv5_Visitors,Actuals,0.00732
2022,8,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00373
2020,7,Customers,India,Lv1_Visitors,Actuals,6.08543
2020,7,Customers,India,Lv3_Visitors,Actuals,5.86669
2020,7,Customers,India,Lv2_Visitors,Actuals,5.03072
2020,7,Customers,India,Lv4_Visitors,Actuals,2.42174
2020,7,Customers,Uddepy,Lv3_Visitors,Actuals,1.03206
2020,7,Customers,Uddepy,Lv1_Visitors,Actuals,0.96475
2020,7,Customers,Uddepy,Lv2_Visitors,Actuals,0.74984
2020,7,Customers,India,Lv5_Visitors,Actuals,0.58031
2020,7,Customers,Uddepy,Lv4_Visitors,Actuals,0.46252
2020,7,Customers,Ujjain,Lv1_Visitors,Actuals,0.34373
2020,7,Customers,Ujjain,Lv3_Visitors,Actuals,0.29266
2020,7,Customers,Dehradun,Lv1_Visitors,Actuals,0.28705
2020,7,Customers,Faridabad,Lv3_Visitors,Actuals,0.28502
2020,7,Customers,Ujjain,Lv2_Visitors,Actuals,0.26285
2020,7,Customers,Faridabad,Lv1_Visitors,Actuals,0.25467
2020,7,Customers,Faridabad,Lv2_Visitors,Actuals,0.22203
2020,7,Customers,Dehradun,Lv2_Visitors,Actuals,0.20288
2020,7,Customers,Dehradun,Lv3_Visitors,Actuals,0.19025
2020,7,Customers,Uddepy,Lv5_Visitors,Actuals,0.15204
2020,7,Customers,Faridabad,Lv4_Visitors,Actuals,0.13031
2020,7,Customers,Ujjain,Lv4_Visitors,Actuals,0.11797
2020,7,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07493
2020,7,Customers,Dehradun,Lv4_Visitors,Actuals,0.06842
2020,7,Customers,Aurangabad,Lv3_Visitors,Actuals,0.0683
2020,7,Customers,Aurangabad,Lv2_Visitors,Actuals,0.05078
2020,7,Customers,Ujjain,Lv5_Visitors,Actuals,0.0474
2020,7,Customers,Faridabad,Lv5_Visitors,Actuals,0.04602
2020,7,Customers,Dehradun,Lv5_Visitors,Actuals,0.02933
2020,7,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02384
2020,7,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01053
2021,7,Customers,India,Lv1_Visitors,Actuals,5.35634
2021,7,Customers,India,Lv3_Visitors,Actuals,4.31464
2021,7,Customers,India,Lv2_Visitors,Actuals,4.27893
2021,7,Customers,India,Lv4_Visitors,Actuals,1.76228
2021,7,Customers,Uddepy,Lv1_Visitors,Actuals,0.79724
2021,7,Customers,Uddepy,Lv3_Visitors,Actuals,0.66891
2021,7,Customers,Uddepy,Lv2_Visitors,Actuals,0.62012
2021,7,Customers,India,Lv5_Visitors,Actuals,0.37264
2021,7,Customers,Uddepy,Lv4_Visitors,Actuals,0.29004
2021,7,Customers,Dehradun,Lv1_Visitors,Actuals,0.27549
2021,7,Customers,Faridabad,Lv1_Visitors,Actuals,0.26842
2021,7,Customers,Faridabad,Lv3_Visitors,Actuals,0.2536
2021,7,Customers,Faridabad,Lv2_Visitors,Actuals,0.21794
2021,7,Customers,Ujjain,Lv1_Visitors,Actuals,0.19562
2021,7,Customers,Dehradun,Lv2_Visitors,Actuals,0.18994
2021,7,Customers,Dehradun,Lv3_Visitors,Actuals,0.17054
2021,7,Customers,Ujjain,Lv3_Visitors,Actuals,0.15954
2021,7,Customers,Ujjain,Lv2_Visitors,Actuals,0.14213
2021,7,Customers,Faridabad,Lv4_Visitors,Actuals,0.11767
2021,7,Customers,Aurangabad,Lv1_Visitors,Actuals,0.10797
2021,7,Customers,Uddepy,Lv5_Visitors,Actuals,0.07877
2021,7,Customers,Aurangabad,Lv3_Visitors,Actuals,0.07721
2021,7,Customers,Aurangabad,Lv2_Visitors,Actuals,0.07095
2021,7,Customers,Ujjain,Lv4_Visitors,Actuals,0.05838
2021,7,Customers,Dehradun,Lv4_Visitors,Actuals,0.05491
2021,7,Customers,Faridabad,Lv5_Visitors,Actuals,0.03437
2021,7,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02742
2021,7,Customers,Dehradun,Lv5_Visitors,Actuals,0.02218
2021,7,Customers,Ujjain,Lv5_Visitors,Actuals,0.02065
2021,7,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01025
2022,7,Customers,India,Lv1_Visitors,Actuals,4.64734
2022,7,Customers,India,Lv2_Visitors,Actuals,3.17857
2022,7,Customers,India,Lv3_Visitors,Actuals,1.97043
2022,7,Customers,Uddepy,Lv1_Visitors,Actuals,0.86412
2022,7,Customers,India,Lv4_Visitors,Actuals,0.57146
2022,7,Customers,Uddepy,Lv2_Visitors,Actuals,0.51433
2022,7,Customers,Dehradun,Lv1_Visitors,Actuals,0.42397
2022,7,Customers,Uddepy,Lv3_Visitors,Actuals,0.36708
2022,7,Customers,Dehradun,Lv2_Visitors,Actuals,0.28655
2022,7,Customers,Faridabad,Lv1_Visitors,Actuals,0.27779
2022,7,Customers,Ujjain,Lv1_Visitors,Actuals,0.21397
2022,7,Customers,Faridabad,Lv2_Visitors,Actuals,0.18449
2022,7,Customers,Uddepy,Lv4_Visitors,Actuals,0.15578
2022,7,Customers,Dehradun,Lv3_Visitors,Actuals,0.14537
2022,7,Customers,Ujjain,Lv2_Visitors,Actuals,0.13633
2022,7,Customers,India,Lv5_Visitors,Actuals,0.1332
2022,7,Customers,Faridabad,Lv3_Visitors,Actuals,0.10827
2022,7,Customers,Ujjain,Lv3_Visitors,Actuals,0.07714
2022,7,Customers,Aurangabad,Lv1_Visitors,Actuals,0.06395
2022,7,Customers,Dehradun,Lv4_Visitors,Actuals,0.05392
2022,7,Customers,Uddepy,Lv5_Visitors,Actuals,0.05168
2022,7,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04218
2022,7,Customers,Ujjain,Lv4_Visitors,Actuals,0.03195
2022,7,Customers,Faridabad,Lv4_Visitors,Actuals,0.03001
2022,7,Customers,Aurangabad,Lv3_Visitors,Actuals,0.02872
2022,7,Customers,Aurangabad,Lv4_Visitors,Actuals,0.00989
2022,7,Customers,Ujjain,Lv5_Visitors,Actuals,0.00888
2022,7,Customers,Dehradun,Lv5_Visitors,Actuals,0.00799
2022,7,Customers,Faridabad,Lv5_Visitors,Actuals,0.00727
2022,7,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00392
2020,6,Customers,India,Lv1_Visitors,Actuals,6.7495
2020,6,Customers,India,Lv3_Visitors,Actuals,6.60336
2020,6,Customers,India,Lv2_Visitors,Actuals,5.6312
2020,6,Customers,India,Lv4_Visitors,Actuals,2.83435
2020,6,Customers,Uddepy,Lv3_Visitors,Actuals,1.23188
2020,6,Customers,Uddepy,Lv1_Visitors,Actuals,1.14004
2020,6,Customers,Uddepy,Lv2_Visitors,Actuals,0.88521
2020,6,Customers,India,Lv5_Visitors,Actuals,0.68942
2020,6,Customers,Uddepy,Lv4_Visitors,Actuals,0.58333
2020,6,Customers,Ujjain,Lv1_Visitors,Actuals,0.35549
2020,6,Customers,Dehradun,Lv1_Visitors,Actuals,0.35113
2020,6,Customers,Faridabad,Lv3_Visitors,Actuals,0.33011
2020,6,Customers,Ujjain,Lv3_Visitors,Actuals,0.32585
2020,6,Customers,Faridabad,Lv1_Visitors,Actuals,0.28086
2020,6,Customers,Ujjain,Lv2_Visitors,Actuals,0.27333
2020,6,Customers,Dehradun,Lv2_Visitors,Actuals,0.25923
2020,6,Customers,Faridabad,Lv2_Visitors,Actuals,0.2492
2020,6,Customers,Dehradun,Lv3_Visitors,Actuals,0.24703
2020,6,Customers,Uddepy,Lv5_Visitors,Actuals,0.19505
2020,6,Customers,Faridabad,Lv4_Visitors,Actuals,0.15467
2020,6,Customers,Ujjain,Lv4_Visitors,Actuals,0.12419
2020,6,Customers,Dehradun,Lv4_Visitors,Actuals,0.08814
2020,6,Customers,Aurangabad,Lv1_Visitors,Actuals,0.06926
2020,6,Customers,Aurangabad,Lv3_Visitors,Actuals,0.06522
2020,6,Customers,Faridabad,Lv5_Visitors,Actuals,0.05416
2020,6,Customers,Ujjain,Lv5_Visitors,Actuals,0.05185
2020,6,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04849
2020,6,Customers,Dehradun,Lv5_Visitors,Actuals,0.04031
2020,6,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02148
2020,6,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00892
2021,6,Customers,India,Lv1_Visitors,Actuals,5.63598
2021,6,Customers,India,Lv3_Visitors,Actuals,4.69601
2021,6,Customers,India,Lv2_Visitors,Actuals,4.4936
2021,6,Customers,India,Lv4_Visitors,Actuals,1.87122
2021,6,Customers,Uddepy,Lv1_Visitors,Actuals,0.71717
2021,6,Customers,Uddepy,Lv3_Visitors,Actuals,0.60153
2021,6,Customers,Uddepy,Lv2_Visitors,Actuals,0.52803
2021,6,Customers,India,Lv5_Visitors,Actuals,0.4075
2021,6,Customers,Faridabad,Lv1_Visitors,Actuals,0.30022
2021,6,Customers,Dehradun,Lv1_Visitors,Actuals,0.28888
2021,6,Customers,Faridabad,Lv3_Visitors,Actuals,0.28045
2021,6,Customers,Uddepy,Lv4_Visitors,Actuals,0.24222
2021,6,Customers,Faridabad,Lv2_Visitors,Actuals,0.24111
2021,6,Customers,Dehradun,Lv2_Visitors,Actuals,0.20228
2021,6,Customers,Ujjain,Lv1_Visitors,Actuals,0.19866
2021,6,Customers,Dehradun,Lv3_Visitors,Actuals,0.179
2021,6,Customers,Ujjain,Lv3_Visitors,Actuals,0.167
2021,6,Customers,Ujjain,Lv2_Visitors,Actuals,0.14395
2021,6,Customers,Faridabad,Lv4_Visitors,Actuals,0.13571
2021,6,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07907
2021,6,Customers,Aurangabad,Lv3_Visitors,Actuals,0.07082
2021,6,Customers,Uddepy,Lv5_Visitors,Actuals,0.07069
2021,6,Customers,Ujjain,Lv4_Visitors,Actuals,0.06382
2021,6,Customers,Dehradun,Lv4_Visitors,Actuals,0.05807
2021,6,Customers,Aurangabad,Lv2_Visitors,Actuals,0.05762
2021,6,Customers,Faridabad,Lv5_Visitors,Actuals,0.04041
2021,6,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02509
2021,6,Customers,Ujjain,Lv5_Visitors,Actuals,0.02362
2021,6,Customers,Dehradun,Lv5_Visitors,Actuals,0.02313
2021,6,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00964
2022,6,Customers,India,Lv1_Visitors,Actuals,5.06023
2022,6,Customers,India,Lv2_Visitors,Actuals,3.25564
2022,6,Customers,India,Lv3_Visitors,Actuals,1.92385
2022,6,Customers,Uddepy,Lv1_Visitors,Actuals,1.19905
2022,6,Customers,Uddepy,Lv2_Visitors,Actuals,0.57499
2022,6,Customers,India,Lv4_Visitors,Actuals,0.46953
2022,6,Customers,Uddepy,Lv3_Visitors,Actuals,0.3763
2022,6,Customers,Dehradun,Lv1_Visitors,Actuals,0.36346
2022,6,Customers,Ujjain,Lv1_Visitors,Actuals,0.3006
2022,6,Customers,Faridabad,Lv1_Visitors,Actuals,0.25057
2022,6,Customers,Dehradun,Lv2_Visitors,Actuals,0.23356
2022,6,Customers,Ujjain,Lv2_Visitors,Actuals,0.17562
2022,6,Customers,Faridabad,Lv2_Visitors,Actuals,0.16486
2022,6,Customers,Uddepy,Lv4_Visitors,Actuals,0.15733
2022,6,Customers,India,Lv5_Visitors,Actuals,0.12702
2022,6,Customers,Faridabad,Lv3_Visitors,Actuals,0.1009
2022,6,Customers,Dehradun,Lv3_Visitors,Actuals,0.10069
2022,6,Customers,Ujjain,Lv3_Visitors,Actuals,0.07493
2022,6,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07252
2022,6,Customers,Uddepy,Lv5_Visitors,Actuals,0.05112
2022,6,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04714
2022,6,Customers,Aurangabad,Lv3_Visitors,Actuals,0.03074
2022,6,Customers,Dehradun,Lv4_Visitors,Actuals,0.02655
2022,6,Customers,Faridabad,Lv4_Visitors,Actuals,0.0264
2022,6,Customers,Ujjain,Lv4_Visitors,Actuals,0.01803
2022,6,Customers,Aurangabad,Lv4_Visitors,Actuals,0.00949
2022,6,Customers,Dehradun,Lv5_Visitors,Actuals,0.00865
2022,6,Customers,Faridabad,Lv5_Visitors,Actuals,0.0076
2022,6,Customers,Ujjain,Lv5_Visitors,Actuals,0.00629
2022,6,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00358
2020,5,Customers,India,Lv3_Visitors,Actuals,7.14014
2020,5,Customers,India,Lv1_Visitors,Actuals,7.10544
2020,5,Customers,India,Lv2_Visitors,Actuals,5.90422
2020,5,Customers,India,Lv4_Visitors,Actuals,3.203
2020,5,Customers,Uddepy,Lv3_Visitors,Actuals,1.4295
2020,5,Customers,Uddepy,Lv1_Visitors,Actuals,1.35391
2020,5,Customers,Uddepy,Lv2_Visitors,Actuals,1.04827
2020,5,Customers,India,Lv5_Visitors,Actuals,0.76806
2020,5,Customers,Uddepy,Lv4_Visitors,Actuals,0.69401
2020,5,Customers,Faridabad,Lv3_Visitors,Actuals,0.46064
2020,5,Customers,Ujjain,Lv3_Visitors,Actuals,0.35947
2020,5,Customers,Faridabad,Lv1_Visitors,Actuals,0.3592
2020,5,Customers,Ujjain,Lv1_Visitors,Actuals,0.33979
2020,5,Customers,Dehradun,Lv1_Visitors,Actuals,0.33688
2020,5,Customers,Faridabad,Lv2_Visitors,Actuals,0.32196
2020,5,Customers,Dehradun,Lv3_Visitors,Actuals,0.2781
2020,5,Customers,Ujjain,Lv2_Visitors,Actuals,0.27147
2020,5,Customers,Dehradun,Lv2_Visitors,Actuals,0.25041
2020,5,Customers,Uddepy,Lv5_Visitors,Actuals,0.23213
2020,5,Customers,Faridabad,Lv4_Visitors,Actuals,0.23011
2020,5,Customers,Ujjain,Lv4_Visitors,Actuals,0.13944
2020,5,Customers,Dehradun,Lv4_Visitors,Actuals,0.09844
2020,5,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07747
2020,5,Customers,Aurangabad,Lv3_Visitors,Actuals,0.07417
2020,5,Customers,Faridabad,Lv5_Visitors,Actuals,0.07226
2020,5,Customers,Ujjain,Lv5_Visitors,Actuals,0.05413
2020,5,Customers,Aurangabad,Lv2_Visitors,Actuals,0.05298
2020,5,Customers,Dehradun,Lv5_Visitors,Actuals,0.04143
2020,5,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02514
2020,5,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01011
2021,5,Customers,India,Lv1_Visitors,Actuals,6.08351
2021,5,Customers,India,Lv3_Visitors,Actuals,5.1313
2021,5,Customers,India,Lv2_Visitors,Actuals,4.92346
2021,5,Customers,India,Lv4_Visitors,Actuals,2.00638
2021,5,Customers,Uddepy,Lv1_Visitors,Actuals,0.8992
2021,5,Customers,Uddepy,Lv3_Visitors,Actuals,0.81461
2021,5,Customers,Uddepy,Lv2_Visitors,Actuals,0.67111
2021,5,Customers,India,Lv5_Visitors,Actuals,0.45563
2021,5,Customers,Uddepy,Lv4_Visitors,Actuals,0.37026
2021,5,Customers,Dehradun,Lv1_Visitors,Actuals,0.29661
2021,5,Customers,Ujjain,Lv1_Visitors,Actuals,0.23661
2021,5,Customers,Faridabad,Lv3_Visitors,Actuals,0.23359
2021,5,Customers,Faridabad,Lv1_Visitors,Actuals,0.22558
2021,5,Customers,Dehradun,Lv3_Visitors,Actuals,0.22124
2021,5,Customers,Dehradun,Lv2_Visitors,Actuals,0.21942
2021,5,Customers,Ujjain,Lv3_Visitors,Actuals,0.20717
2021,5,Customers,Faridabad,Lv2_Visitors,Actuals,0.19319
2021,5,Customers,Ujjain,Lv2_Visitors,Actuals,0.1727
2021,5,Customers,Faridabad,Lv4_Visitors,Actuals,0.12594
2021,5,Customers,Uddepy,Lv5_Visitors,Actuals,0.10738
2021,5,Customers,Ujjain,Lv4_Visitors,Actuals,0.08382
2021,5,Customers,Dehradun,Lv4_Visitors,Actuals,0.07788
2021,5,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07684
2021,5,Customers,Aurangabad,Lv3_Visitors,Actuals,0.06936
2021,5,Customers,Aurangabad,Lv2_Visitors,Actuals,0.0552
2021,5,Customers,Faridabad,Lv5_Visitors,Actuals,0.03315
2021,5,Customers,Dehradun,Lv5_Visitors,Actuals,0.03119
2021,5,Customers,Ujjain,Lv5_Visitors,Actuals,0.03006
2021,5,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02452
2021,5,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00904
2022,5,Customers,India,Lv1_Visitors,Actuals,5.0439
2022,5,Customers,India,Lv2_Visitors,Actuals,3.41611
2022,5,Customers,India,Lv3_Visitors,Actuals,2.02931
2022,5,Customers,Uddepy,Lv1_Visitors,Actuals,0.93492
2022,5,Customers,India,Lv4_Visitors,Actuals,0.57948
2022,5,Customers,Uddepy,Lv2_Visitors,Actuals,0.51787
2022,5,Customers,Uddepy,Lv3_Visitors,Actuals,0.37397
2022,5,Customers,Dehradun,Lv1_Visitors,Actuals,0.37111
2022,5,Customers,Ujjain,Lv1_Visitors,Actuals,0.32742
2022,5,Customers,Faridabad,Lv1_Visitors,Actuals,0.26619
2022,5,Customers,Dehradun,Lv2_Visitors,Actuals,0.23787
2022,5,Customers,Ujjain,Lv2_Visitors,Actuals,0.18877
2022,5,Customers,Faridabad,Lv2_Visitors,Actuals,0.17841
2022,5,Customers,Uddepy,Lv4_Visitors,Actuals,0.15859
2022,5,Customers,India,Lv5_Visitors,Actuals,0.1495
2022,5,Customers,Faridabad,Lv3_Visitors,Actuals,0.12556
2022,5,Customers,Dehradun,Lv3_Visitors,Actuals,0.09661
2022,5,Customers,Ujjain,Lv3_Visitors,Actuals,0.08453
2022,5,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07223
2022,5,Customers,Uddepy,Lv5_Visitors,Actuals,0.05225
2022,5,Customers,Aurangabad,Lv2_Visitors,Actuals,0.04698
2022,5,Customers,Faridabad,Lv4_Visitors,Actuals,0.03749
2022,5,Customers,Aurangabad,Lv3_Visitors,Actuals,0.03224
2022,5,Customers,Dehradun,Lv4_Visitors,Actuals,0.02705
2022,5,Customers,Ujjain,Lv4_Visitors,Actuals,0.02531
2022,5,Customers,Aurangabad,Lv4_Visitors,Actuals,0.0118
2022,5,Customers,Dehradun,Lv5_Visitors,Actuals,0.01171
2022,5,Customers,Faridabad,Lv5_Visitors,Actuals,0.00964
2022,5,Customers,Ujjain,Lv5_Visitors,Actuals,0.00899
2022,5,Customers,Aurangabad,Lv5_Visitors,Actuals,0.00431
2020,4,Customers,India,Lv1_Visitors,Actuals,6.89114
2020,4,Customers,India,Lv3_Visitors,Actuals,6.43474
2020,4,Customers,India,Lv2_Visitors,Actuals,5.54469
2020,4,Customers,India,Lv4_Visitors,Actuals,2.87979
2020,4,Customers,Uddepy,Lv1_Visitors,Actuals,1.63816
2020,4,Customers,Uddepy,Lv3_Visitors,Actuals,1.45075
2020,4,Customers,Uddepy,Lv2_Visitors,Actuals,1.21829
2020,4,Customers,India,Lv5_Visitors,Actuals,0.69648
2020,4,Customers,Uddepy,Lv4_Visitors,Actuals,0.68321
2020,4,Customers,Dehradun,Lv1_Visitors,Actuals,0.39096
2020,4,Customers,Dehradun,Lv3_Visitors,Actuals,0.34937
2020,4,Customers,Ujjain,Lv1_Visitors,Actuals,0.30368
2020,4,Customers,Ujjain,Lv3_Visitors,Actuals,0.28597
2020,4,Customers,Dehradun,Lv2_Visitors,Actuals,0.28135
2020,4,Customers,Faridabad,Lv3_Visitors,Actuals,0.26716
2020,4,Customers,Ujjain,Lv2_Visitors,Actuals,0.23363
2020,4,Customers,Uddepy,Lv5_Visitors,Actuals,0.23029
2020,4,Customers,Faridabad,Lv1_Visitors,Actuals,0.21188
2020,4,Customers,Faridabad,Lv2_Visitors,Actuals,0.18895
2020,4,Customers,Faridabad,Lv4_Visitors,Actuals,0.13023
2020,4,Customers,Dehradun,Lv4_Visitors,Actuals,0.12653
2020,4,Customers,Ujjain,Lv4_Visitors,Actuals,0.12107
2020,4,Customers,Aurangabad,Lv3_Visitors,Actuals,0.0904
2020,4,Customers,Aurangabad,Lv1_Visitors,Actuals,0.08719
2020,4,Customers,Aurangabad,Lv2_Visitors,Actuals,0.06101
2020,4,Customers,Dehradun,Lv5_Visitors,Actuals,0.05726
2020,4,Customers,Ujjain,Lv5_Visitors,Actuals,0.04641
2020,4,Customers,Faridabad,Lv5_Visitors,Actuals,0.04045
2020,4,Customers,Aurangabad,Lv4_Visitors,Actuals,0.03011
2020,4,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01297
2021,4,Customers,India,Lv1_Visitors,Actuals,6.42725
2021,4,Customers,India,Lv3_Visitors,Actuals,5.3074
2021,4,Customers,India,Lv2_Visitors,Actuals,5.20986
2021,4,Customers,India,Lv4_Visitors,Actuals,2.20736
2021,4,Customers,Uddepy,Lv1_Visitors,Actuals,0.95257
2021,4,Customers,Uddepy,Lv3_Visitors,Actuals,0.85567
2021,4,Customers,Uddepy,Lv2_Visitors,Actuals,0.72009
2021,4,Customers,India,Lv5_Visitors,Actuals,0.57046
2021,4,Customers,Uddepy,Lv4_Visitors,Actuals,0.39888
2021,4,Customers,Faridabad,Lv1_Visitors,Actuals,0.34755
2021,4,Customers,Faridabad,Lv3_Visitors,Actuals,0.34354
2021,4,Customers,Dehradun,Lv1_Visitors,Actuals,0.31473
2021,4,Customers,Faridabad,Lv2_Visitors,Actuals,0.29465
2021,4,Customers,Ujjain,Lv1_Visitors,Actuals,0.25263
2021,4,Customers,Dehradun,Lv2_Visitors,Actuals,0.2333
2021,4,Customers,Ujjain,Lv3_Visitors,Actuals,0.21441
2021,4,Customers,Dehradun,Lv3_Visitors,Actuals,0.21369
2021,4,Customers,Ujjain,Lv2_Visitors,Actuals,0.18713
2021,4,Customers,Faridabad,Lv4_Visitors,Actuals,0.17514
2021,4,Customers,Uddepy,Lv5_Visitors,Actuals,0.12664
2021,4,Customers,Ujjain,Lv4_Visitors,Actuals,0.09666
2021,4,Customers,Dehradun,Lv4_Visitors,Actuals,0.07984
2021,4,Customers,Aurangabad,Lv1_Visitors,Actuals,0.07409
2021,4,Customers,Aurangabad,Lv3_Visitors,Actuals,0.06542
2021,4,Customers,Faridabad,Lv5_Visitors,Actuals,0.06243
2021,4,Customers,Aurangabad,Lv2_Visitors,Actuals,0.05338
2021,4,Customers,Ujjain,Lv5_Visitors,Actuals,0.03854
2021,4,Customers,Dehradun,Lv5_Visitors,Actuals,0.03521
2021,4,Customers,Aurangabad,Lv4_Visitors,Actuals,0.02531
2021,4,Customers,Aurangabad,Lv5_Visitors,Actuals,0.01032
2022,4,Customers,India,Lv1_Visitors,Actuals,4.72128
2022,4,Customers,India,Lv2_Visitors,Actuals,3.32458
2022,4,Customers,India,Lv3_Visitors,Actuals,2.17902
2022,4,Customers,Uddepy,Lv1_Visitors,Actuals,0.97503
2022,4,Customers,India,Lv4_Visitors,Actuals,0.76645
2022,4,Customers,Uddepy,Lv2_Visitors,Actuals,0.5608
2022,4,Customers,Uddepy,Lv3_Visitors,Actuals,0.42747
2022,4,Customers,Faridabad,Lv1_Visitors,Actuals,0.25257
2022,4,Customers,Dehradun,Lv1_Visitors,Actuals,0.23578
2022,4,Customers,Ujjain,Lv1_Visitors,Actuals,0.218
2022,4,Customers,Uddepy,Lv4_Visitors,Actuals,0.1854
2022,4,Customers,India,Lv5_Visitors,Actuals,0.17271
2022,4,Customers,Faridabad,Lv2_Visitors,Actuals,0.17172
2022,4,Customers,Dehradun,Lv2_Visitors,Actuals,0.1582
2022,4,Customers,Faridabad,Lv3_Visitors,Actuals,0.14053
